1.036940441717525863e+00	-4.639073003501134052e-01	1.989235669126636630e-01	5.340619308612415406e-01	3.446115442375412008e-01	2.550671340086247407e-01	4.411496350737931227e-01	1.302717401854965873e-01	8.850876474772564340e-01	-1.172175683437090665e+00	2.302296567319110920e-01	-1.050109644707073242e+00	9.124755893611786739e-01	-7.318284052307479914e-01	5.995819384976673605e-02	3.219571897971635344e-01	1.360543677169139265e+00	5.911458639075344718e-02	6.330316850870197909e-01	-1.322540884947340512e-01	-4.189081514463448008e-01	9.484207974687749454e-01	-6.876828709557560870e-01	-6.072101436400682006e-01	5.582809509626924793e-01	3.291174720980225565e-01	-1.442741823334398044e-01	-7.108322753425498908e-01	1.646636485629814795e+00	1.015109970114941085e+00	-5.476231707051693043e-01	9.792415010997710390e-01
3.500799300097553468e-01	-5.880836745570454660e-01	1.127473818259985938e+00	-5.003553392048499804e-01	3.417104801272592973e-01	-1.684437386365523204e-01	3.316769157954900238e-01	9.887918406003673999e-01	8.939405304633918359e-01	1.991019946409277042e-01	-2.644779168445805517e-01	2.369292743292167602e-01	-1.168101730970074081e+00	-1.470833760016545755e+00	-3.428118542167878924e-01	-9.724297566683263172e-01	8.605336396994043291e-01	1.190952813350967698e+00	1.031860331721257795e+00	-1.165443040159129806e+00	-5.896196785183049904e-01	4.773658187372735173e-01	-6.392439446036342066e-01	-6.295876253963705871e-01	-1.175421527590623655e-01	-6.790361696273464753e-01	-1.074856163809185139e+00	-1.242703925236047002e+00	5.779389975026490989e-01	-4.297831540937673278e-01	6.895684966939602534e-01	-1.026376892549692776e+00
1.399034587505379457e-01	3.811938351759226462e-01	-8.156696761745145796e-01	1.008894977044406005e+00	-1.653060953785993603e-01	1.691043858525126675e-01	-1.181795801123860956e+00	5.121614145030922716e-01	-4.494359545264332567e-01	2.632130229410883371e-01	1.036801005124635688e+00	-3.402909572035630603e-01	-2.633009494506786119e-01	-9.775751913935279980e-01	-1.237375500082135593e+00	6.980458797513112712e-01	-9.354718977287638237e-01	-8.351340207848070296e-01	-3.421832653258186085e-01	-1.182864773599138081e-01	-8.046055094056334678e-01	2.921707680105854466e-01	9.078944295184542268e-01	-8.123800175224975550e-01	-2.401944409463266372e-01	9.511516718229938716e-01	-1.606617761415468915e-01	8.151895677655929262e-01	-8.221714879372387097e-01	-1.028717041943009169e+00	-4.807731009144867174e-01	-9.816397312639473238e-01
-4.176959086146532774e-01	4.433352525052927651e-01	-2.542757238311570411e-01	1.158108127549458910e+00	5.814585851397553740e-02	9.972740206567316523e-01	-1.328035119851322943e-01	-2.435833650511743109e-01	1.016825055990853988e-01	-3.409729308581012086e-01	-5.829450647965861432e-01	1.145640407418938578e-01	-1.746433763282647655e-01	-1.007643030192551317e-02	-9.578341089033465261e-01	-5.703323068121438633e-01	-1.045926725299456850e+00	9.882430767739048827e-01	7.045264154904238296e-01	-1.122330659201906444e+00	-2.384994093000547544e-01	6.359657977063407630e-01	7.033346662473286548e-01	-1.231394683488550745e+00	-4.661972549766001395e-01	5.980086856872890433e-01	-4.417545262136862716e-01	1.049395354649005796e+00	7.045129604728713746e-01	-8.140512006325009153e-01	6.512769100215692886e-01	7.983214141626658947e-03
2.687606904403619379e-01	-2.086688606115572053e-02	2.523568471235407840e-01	-1.265065176391057866e+00	6.140728954713274568e-02	3.911992684119990904e-01	7.727245187882736399e-02	-1.048277241906813151e-01	4.263868529929791817e-01	-8.373047794278807299e-01	7.118107951485356244e-01	-6.975302812140268260e-01	-1.346186672675532048e+00	-2.669246962017269853e-01	3.528918560724558784e-01	-9.315944298250186106e-01	-4.185360425331747791e-01	4.362578747923123168e-01	-1.397437527563188064e+00	1.238413390556704297e+00	2.474778974036662138e-01	5.680872399796431660e-01	-3.503534266945981246e-01	-2.899571409336433869e-01	6.271757471391736782e-01	2.943596032016787545e-01	1.663227370553431450e-01	1.062383133541715541e+00	8.705989337480816159e-01	-5.627174547455597864e-01	5.790452240272098150e-01	8.220468548795563102e-01
-1.957270759228999957e+00	1.001746351754876807e+00	3.309428499346794839e-02	4.062106791110401405e-01	-3.776192575488416803e-01	1.233473629584679987e+00	9.842446316778423743e-01	3.221169964877326208e-01	9.636165543569162883e-01	-1.592843926708556457e-01	-1.085366203856426015e+00	-2.855413350949951301e-01	-6.312640983004300654e-01	1.285360710282565266e+00	-1.420655696787406497e-01	-2.284375330410689242e-01	-2.982969920540183284e-01	5.385418785120849039e-01	9.997538637130960471e-01	1.116558514034509814e-01	-5.749802860541685101e-01	2.662135325752880699e-01	8.866329574772902067e-01	-2.595161041073997810e-01	-2.181714517336013071e-01	1.269238053281390499e+00	4.078089115265992604e-01	-6.656398035547360370e-02	-1.029140597413964742e-01	6.702789255162601156e-01	2.994734677517297272e-01	9.946109325457409833e-02
-6.649717608313964190e-01	-5.791807704759522890e-01	7.238367843856082784e-01	1.121037679731148540e+00	6.828476540567356423e-01	-3.055112117515700887e-01	-1.101244085086497404e-01	-1.468358709995254419e-01	8.088581877233536055e-01	-3.527579972151709264e-01	1.396076579548571006e+00	-8.451150938105566057e-01	4.068888438967847021e-01	3.505052202209492374e-02	-3.262650934018643256e-01	-5.858031586191750351e-02	1.152964477910209729e+00	7.330165669798028860e-01	7.556028656378902530e-01	-7.884124703995560868e-01	-1.296115351487572509e+00	3.207126418968770376e-01	-6.486200830960334729e-01	6.659494427580084919e-01	-7.127677556200721076e-01	-2.546851878441907524e-01	-7.101471348160923736e-01	-1.147976602473405272e+00	-7.668920986686997843e-01	4.988137158720755138e-01	-3.002787135857175604e-01	4.467951753761961742e-01
-1.152776210731636608e+00	1.638169189229146949e-01	4.172487021299288168e-01	4.150279188328447888e-01	7.441864930178035964e-01	-8.554978870713038364e-02	-2.827679759763912504e-01	7.990481883022608478e-02	1.026799378805196339e+00	-1.118295995455018232e+00	-4.498444084768167817e-01	-6.891980550636237490e-01	6.458747717509919495e-01	1.115127386253780689e-01	-3.744894600841963683e-01	-3.702103428784495314e-03	2.612472028158038806e-01	8.393760879173249867e-01	-1.109684507985111646e+00	-5.185736698921123988e-01	4.740709786133429637e-01	2.909980171415881278e-01	1.271932154635894596e+00	3.766921290275322964e-01	4.915330969395050320e-01	-1.796410994357342750e+00	-4.195292483802536831e-01	-2.115652088544502096e-02	-2.915201829929557897e-01	-3.238233197296632726e-01	-9.458259975371143824e-01	-4.683339875964268595e-01
-7.722917010999350573e-01	2.684805261425085021e-01	6.185779146813353835e-01	-9.553665332657166331e-01	-1.985307744654776663e+00	3.289240795233180914e-01	-3.417450507307566165e-01	-3.644842149774737972e-01	1.031107163315933273e-01	-1.222073659357321596e+00	7.297890324725074818e-01	-1.583913751410791215e-01	1.332772924492452882e+00	-7.794154547898858587e-02	7.161885369797824641e-01	-5.712983506633056985e-01	-6.366641565355133370e-01	-6.402842079113069129e-01	1.011382277018493703e+00	2.280984949445684917e-01	5.592049529828356791e-01	-4.790076057342820826e-01	1.796821090247469888e-01	4.841843589447112350e-01	-7.917752060980267625e-01	2.510562012800168774e-01	4.274597346386270202e-01	-4.881012556805232050e-01	2.263867500775597619e-01	9.695257635664246143e-01	1.191280970900401970e+00	-1.358161595062859606e+00
1.734761997807083567e-01	4.237928649423428062e-01	8.822986019875898034e-01	1.593600167294797754e-01	-4.577770090689413651e-01	2.845211298567018945e-02	-8.635452324933843293e-01	9.337959112187078914e-02	9.208503657871104364e-01	-3.642424224598014848e-01	-8.473040312311708178e-01	-3.652627230757353738e-01	-3.933161221113369056e-03	-1.536754777885969078e-02	-6.364365663860437339e-01	9.718509399440317109e-01	-9.092351290280764609e-01	1.329706313787885619e-01	-6.217939673826565761e-01	8.412407134801602737e-01	1.334592489236895441e+00	-9.682331220339810418e-01	-1.280796452167444643e+00	-3.140770234383712806e-02	-1.703661146861291664e-01	2.138549362863046421e-01	1.386041031252792211e+00	-6.750427804684631106e-01	7.547456908778699125e-01	-1.690384757820404815e-01	-4.970417937038213996e-01	6.578893839778148234e-01
